"Message",Low,"Starting .NET Native compilation"
"Message",Normal,"Running 'McgRedirect' transform, heap at 51 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 53 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 53 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 57 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 57 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 57 MB."
"Message",Normal,"Running 'GetType' transform, heap at 57 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 58 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 58 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 58 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 62 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 62 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 69 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 70 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 78 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 78 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 78 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 78 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 92 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 92 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 93 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 93 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 93 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 93 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 94 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 94 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 94 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 96 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 145 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  6004 |        158 | Analysis"
"Message",Normal,"  1235 |          0 | GenerateCodeAndCompile"
"Message",Normal,"   763 |         -7 | Mcg"
"Message",Normal,"   570 |        -49 | WriteAssemblies"
"Message",Normal,"   402 |         49 | Reducer"
"Message",Normal,"   245 |         35 | ReducedCopyComplete"
"Message",Normal,"   137 |        -57 | ReducedCopyLateMetadata"
"Message",Normal,"   135 |         20 | ReducedCopyInitialize"
"Message",Normal,"    87 |         16 | ReducedCopyMethodBodies"
"Message",Normal,"    83 |         14 | DumpNativeResources"
"Message",Normal,"    83 |         14 | ReducedCopyPopulateTypes"
"Message",Normal,"    79 |       -196 | ReducedCopyCleanup"
"Message",Normal,"    79 |         14 | CreateMetadata"
"Message",Normal,"    47 |          0 | ResourceExtractor"
"Message",Normal,"    36 |          4 | McgTypeOf"
"Message",Normal,"    35 |          8 | LazyGenerics"
"Message",Normal,"    35 |          2 | McgRedirect"
"Message",Normal,"    25 |          7 | StaticInitData"
"Message",Normal,"    22 |          4 | TypeofTypeHandle"
"Message",Normal,"    20 |          0 | McgRedirect"
"Message",Normal,"    11 |          1 | SaveRVAStatics"
"Message",Normal,"     9 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     6 |          1 | GetType"
"Message",Normal,"     6 |          2 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     4 |          0 | McgFixups"
"Message",Normal,"     4 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     3 |          0 | ScrubOpenCalls"
"Message",Normal,"     2 |          0 | ReflectionIntrinsics"
"Message",Normal,"     2 |          1 | Delegate"
"Message",Normal,"     2 |          1 | McgAccessor"
"Message",Normal,"     1 |          1 | ReflectionMappingInfoEmit"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ReflectionInvoke"
"Message",Normal,"     1 |          0 | EventSource"
"Message",Normal,"     1 |          1 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     1 |          0 | Attribute"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.29722.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 2919 methods."
"Message",Low,"Scanning 3074 methods."
"Message",Low,"Scanning 1704 methods."
"Message",Low,"Scanning 1326 methods."
"Message",Low,"Scanning 760 methods."
"Message",Low,"Scanning 566 methods."
"Message",Low,"Scanning 320 methods."
"Message",Low,"Scanning 269 methods."
"Message",Low,"Scanning 99 methods."
"Message",Low,"Scanning 30 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 14 methods."
"Message",Low,"Scanning 8 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 7 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 19 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 7 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 11174 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   4921"
"Message",Low,"Metadata blob size:          163431"
"Message",Low,"Method RVA - token map size: 39368"
"Message",Low,"Total native size:           202799"
"Message",Low,"Successfully generated 'C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |     5515 |     5515 |     5500 |     5515 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       5515 ms"
"Message",Normal,"System time per command: 5515 ms"
"Message",Normal,"Total duration:          5500 ms"
"Message",Normal,"Total lifetime:          5515 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       16 |       16 |       16 |       16 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       16 ms"
"Message",Normal,"System time per command: 16 ms"
"Message",Normal,"Total duration:          16 ms"
"Message",Normal,"Total lifetime:          16 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\ILTransformed\PlayLeft.res' at offset 0."
"Message",Normal," Added 'C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1432."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\rhbindargs.PlayLeft.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.mdilexe"
"Message",Low,"MDILPDB: C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.mdilpdb"
"Message",Low,"IL: C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\MDIL\PlayLeft.ilexe"
"Message",Low,"NI: C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\Native\PlayLeft.dll"
"Message",Low,"SHIM: C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\Native\PlayLeft.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\Native\PlayLeft.pdb"
"Message",Low,"Produced C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\Native\PlayLeft.dll in 0.596 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\master\source\repos\PlayLeft\obj\x64\Release\ilc\intermediate\rhbindargs.PlayLeft.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      609 |      609 |      609 |      609 | [0] rhbind PlayLeft"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       609 ms"
"Message",Normal,"System time per command: 609 ms"
"Message",Normal,"Total duration:          609 ms"
"Message",Normal,"Total lifetime:          609 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
